Admission grade,Age at enrollment,eval_ratio_1st,approval_rate_1st,approval_rate_2nd,eval_miss_rate_1st,total_approved,total_enrolled,overall_approval_rate,Marital status,application_group,Daytime/evening attendance	,Gender,International,Scholarship holder,Tuition fees up to date,Debtor,Mother_edu_group,Father_edu_group,Target
125.9,21,1.4,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
121.5,20,2.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,0,0,1,1,0,medium,medium,Dropout
121.5,18,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
132.4,18,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,high,low,Graduate
122.4,18,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
110.0,24,1.6666666666666667,0.16666666666666666,0.0,0.0,1,12,0.08333333333333333,1,mature_student,0,0,0,0,1,0,low,low,Dropout
120.4,32,1.1333333333333333,0.9333333333333333,1.0,0.0,27,28,0.9642857142857143,1,transfer_or_change,1,0,0,0,0,1,medium,medium,Graduate
105.0,24,2.3333333333333335,1.0,0.5,0.0,9,12,0.75,1,mature_student,1,0,0,0,0,1,medium,medium,Dropout
137.8,18,1.0,1.0,0.0,0.0,6,12,0.5,1,general_admission,1,0,0,1,1,0,low,low,Dropout
118.0,28,1.3333333333333333,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,transfer_or_change,1,0,0,0,1,0,low,low,Graduate
122.1,18,1.3333333333333333,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,1,1,0,medium,low,Dropout
140.0,24,2.0,0.0,0.0,0.0,0,11,0.0,1,prior_higher_ed,1,0,0,0,0,0,very_low,very_low,Dropout
143.2,19,1.4,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
120.5,44,1.0,1.0,1.0,0.0,12,12,1.0,2,mature_student,0,0,0,0,1,0,low,low,Graduate
119.5,18,2.3333333333333335,1.0,1.0,0.0,12,12,1.0,1,special_regional,1,0,0,1,1,0,low,low,Graduate
147.5,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
129.6,22,0.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
126.1,18,1.2857142857142858,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,1,1,0,low,low,Graduate
160.0,44,1.0,1.0,1.0,0.0,10,10,1.0,2,mature_student,0,0,0,0,1,0,low,low,Graduate
105.5,33,1.1666666666666667,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,5,mature_student,1,0,0,0,1,1,low,medium,Dropout
95.5,32,1.0,0.0,0.0,0.0,0,11,0.0,2,mature_student,1,0,0,0,0,1,low,low,Dropout
107.5,35,0.0,0.0,0.0,0.0,0,12,0.0,2,mature_student,1,0,0,0,0,0,medium,medium,Dropout
106.1,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
116.3,24,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,mature_student,1,0,0,0,1,0,high,medium,Graduate
137.4,19,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
101.8,21,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
144.1,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,1,1,0,medium,medium,Graduate
107.8,27,1.6666666666666667,0.0,0.0,0.0,0,12,0.0,1,transfer_or_change,1,1,0,0,0,0,medium,medium,Dropout
128.2,30,0.0,0.0,0.0,0.0,0,12,0.0,1,mature_student,1,0,0,0,0,0,medium,medium,Dropout
117.0,21,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,0,low,low,Dropout
110.4,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,0,1,0,medium,medium,Graduate
170.0,34,2.4,0.4,0.8,0.0,6,10,0.6,2,mature_student,0,0,0,0,1,0,low,low,Enrolled
100.0,18,1.0,1.0,0.875,0.0,14,15,0.9333333333333333,1,transfer_or_change,1,1,0,0,1,0,high,medium,Graduate
117.0,21,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,0,high,high,Graduate
133.5,17,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,0,high,medium,Enrolled
128.0,19,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
122.1,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,0,1,0,low,low,Graduate
133.4,19,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
112.0,45,1.2,0.5,0.0,0.4,5,18,0.2777777777777778,4,mature_student,1,0,0,0,1,1,low,low,Dropout
130.0,26,2.8333333333333335,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,1,mature_student,1,0,0,0,1,0,medium,low,Graduate
100.0,51,1.0,0.0,0.0,0.0,0,9,0.0,2,mature_student,0,1,0,0,1,0,low,low,Dropout
162.0,49,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,2,mature_student,1,1,0,1,1,1,low,low,Graduate
153.0,22,1.1666666666666667,0.5,0.5714285714285714,0.0,7,13,0.5384615384615384,1,transfer_or_change,1,1,0,0,1,0,high,medium,Enrolled
131.4,22,1.6,0.4,0.2,0.0,3,10,0.3,1,general_admission,1,1,0,0,1,0,medium,low,Dropout
128.2,33,2.2,0.4,0.4,0.2,4,10,0.4,2,prior_higher_ed,1,0,0,0,1,0,high,high,Dropout
148.9,20,1.2,1.0,0.8,0.0,9,10,0.9,1,ordinance_entry,1,0,1,0,1,0,low,low,Graduate
128.4,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,medium,Graduate
120.3,20,1.5,0.5,0.3333333333333333,0.0,5,12,0.4166666666666667,1,general_admission,1,0,0,0,0,1,low,low,Dropout
100.0,37,1.1,0.7,1.0,0.0,17,20,0.85,2,international,0,0,1,0,1,0,low,low,Graduate
126.1,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,1,0,1,0,low,medium,Graduate
111.7,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
140.0,21,1.1666666666666667,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Graduate
122.2,20,1.2857142857142858,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
118.7,19,0.0,0.0,0.0,0.0,0,15,0.0,1,general_admission,1,0,0,0,1,0,low,medium,Dropout
121.5,20,1.8571428571428572,0.5714285714285714,0.5714285714285714,0.0,8,14,0.5714285714285714,1,general_admission,1,0,0,0,1,0,low,medium,Dropout
134.5,18,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
127.0,19,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
114.2,18,2.1666666666666665,0.6666666666666666,0.8333333333333334,0.0,9,12,0.75,1,general_admission,1,0,0,0,1,0,low,low,Graduate
125.3,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
120.4,18,1.4,0.4,0.0,0.0,2,6,0.3333333333333333,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
123.0,19,1.4285714285714286,0.7142857142857143,0.8571428571428571,0.0,11,14,0.7857142857142857,1,general_admission,1,0,0,0,1,0,medium,low,Enrolled
130.5,18,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
125.5,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,1,1,1,0,low,medium,Graduate
133.8,24,1.0833333333333333,1.0,1.0,0.0,23,23,1.0,1,prior_higher_ed,1,0,0,1,1,1,medium,medium,Graduate
150.0,20,1.3333333333333333,1.0,0.3333333333333333,0.0,8,12,0.6666666666666666,1,prior_higher_ed,1,0,0,0,1,0,low,low,Enrolled
130.5,21,1.2,1.0,0.8,0.2,9,10,0.9,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
140.0,20,2.1666666666666665,0.6666666666666666,0.8333333333333334,0.0,9,12,0.75,1,prior_higher_ed,1,0,0,0,0,1,low,low,Dropout
119.4,19,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
121.3,19,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
126.3,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
111.6,19,2.0,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,low,low,Graduate
111.3,21,1.0,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
122.5,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
116.5,18,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
132.0,17,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,high,medium,Graduate
123.7,19,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,medium,low,Enrolled
117.0,23,1.8,0.6,0.6,0.2,6,10,0.6,1,general_admission,1,1,0,0,0,0,low,medium,Dropout
116.5,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
121.5,18,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,0,1,0,medium,high,Graduate
105.0,20,1.5,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,0,low,low,Graduate
121.3,19,1.2,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
136.1,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
123.6,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
129.0,19,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
136.8,18,1.125,1.0,1.0,0.125,16,16,1.0,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
133.4,18,1.1428571428571428,1.0,0.875,0.0,14,15,0.9333333333333333,1,general_admission,1,0,0,0,1,0,high,high,Graduate
136.0,19,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,1,1,0,low,low,Graduate
125.8,19,1.5,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,low,low,Graduate
120.5,19,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,0,1,0,high,high,Graduate
130.2,21,1.5714285714285714,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
135.9,18,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
116.5,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
124.0,18,1.0,0.0,0.0,0.0,0,8,0.0,1,general_admission,1,0,0,0,0,0,medium,low,Dropout
140.0,30,0.0,0.0,0.0,0.0,0,12,0.0,1,prior_higher_ed,0,0,0,0,1,0,medium,medium,Dropout
150.9,18,1.3333333333333333,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,0,high,high,Dropout
127.3,20,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
100.0,25,1.0,1.0,1.0,0.0,10,10,1.0,1,mature_student,1,0,0,0,0,1,medium,medium,Dropout
128.8,18,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,0,1,0,low,low,Graduate
119.7,21,2.6,1.0,0.6,0.4,8,10,0.8,5,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
140.8,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,0,1,0,high,high,Graduate
138.0,18,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,0,0,0,1,0,low,low,Graduate
132.9,29,1.5,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,0,0,high,high,Dropout
140.0,20,1.7058823529411764,0.8235294117647058,1.0,0.23529411764705882,26,29,0.896551724137931,1,transfer_or_change,1,0,0,0,1,0,high,high,Graduate
140.0,26,0.0,0.0,0.0,0.0,0,15,0.0,1,prior_higher_ed,1,0,0,0,1,0,high,medium,Dropout
99.3,21,1.3333333333333333,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
119.3,19,1.125,1.0,1.0,0.125,16,16,1.0,1,general_admission,1,0,0,1,1,0,low,medium,Graduate
113.2,19,1.6666666666666667,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,1,medium,medium,Dropout
117.0,21,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,low,low,Enrolled
123.0,20,2.1666666666666665,0.6666666666666666,0.6666666666666666,0.0,8,12,0.6666666666666666,1,general_admission,0,0,0,0,1,1,medium,medium,Graduate
127.2,18,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
141.0,20,1.6666666666666667,0.6666666666666666,0.5,0.0,7,12,0.5833333333333334,1,general_admission,1,0,0,0,0,0,very_low,medium,Dropout
121.7,20,1.5,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
121.1,18,1.5714285714285714,0.7142857142857143,0.2857142857142857,0.0,7,14,0.5,1,transfer_or_change,1,0,0,1,1,0,medium,medium,Enrolled
146.1,18,1.0,0.16666666666666666,0.6666666666666666,0.0,5,12,0.4166666666666667,1,special_regional,1,0,0,0,1,0,medium,medium,Enrolled
142.5,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,0,low,low,Graduate
126.8,18,2.4,0.4,0.6,0.0,5,10,0.5,1,general_admission,1,0,0,0,1,0,high,medium,Enrolled
150.0,22,1.1666666666666667,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,prior_higher_ed,1,0,0,0,1,0,high,high,Graduate
150.0,19,2.0,0.2,0.6,0.2,4,10,0.4,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Enrolled
134.5,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
129.5,18,1.2857142857142858,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
113.2,20,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,1,low,low,Graduate
140.2,18,1.5,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,0,0,0,1,0,low,low,Dropout
119.2,21,0.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
140.7,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
142.3,18,1.0,1.0,1.0,0.0,16,16,1.0,1,general_admission,1,0,0,0,1,0,low,low,Dropout
129.9,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,1,0,1,0,medium,medium,Graduate
134.8,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
104.1,21,2.6666666666666665,0.3333333333333333,0.0,0.0,2,12,0.16666666666666666,1,general_admission,1,0,0,1,0,1,medium,medium,Dropout
122.4,19,2.0,1.0,0.8,0.0,9,10,0.9,1,general_admission,1,0,0,0,1,1,medium,low,Graduate
120.6,19,1.0,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
112.4,19,1.6666666666666667,0.8333333333333334,0.0,0.0,5,12,0.4166666666666667,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
157.9,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,1,0,high,high,Graduate
125.9,19,0.0,0.0,0.16666666666666666,0.0,1,12,0.08333333333333333,1,transfer_or_change,1,0,0,1,1,0,low,low,Dropout
118.4,20,1.2857142857142858,0.8571428571428571,1.0,0.0,14,15,0.9333333333333333,1,general_admission,1,0,0,1,1,0,low,medium,Dropout
130.8,18,1.125,0.75,0.75,0.125,12,16,0.75,1,general_admission,1,0,0,0,0,0,medium,medium,Dropout
176.7,19,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,1,1,0,medium,medium,Dropout
156.8,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
126.8,18,2.1666666666666665,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,medium,low,Enrolled
128.0,19,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
113.8,20,1.6,0.6,1.0,0.0,8,10,0.8,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
120.8,19,1.2857142857142858,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
130.8,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
101.0,25,1.0,0.0,0.0,0.0,0,12,0.0,1,mature_student,1,0,0,0,1,1,medium,medium,Dropout
126.1,18,1.5,0.6666666666666666,1.0,0.16666666666666666,10,12,0.8333333333333334,1,general_admission,1,0,0,0,0,0,low,low,Graduate
113.8,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
118.3,19,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
127.9,20,2.4,0.4,0.4,0.2,4,10,0.4,1,general_admission,1,0,0,1,0,1,medium,medium,Dropout
131.1,18,1.2857142857142858,1.0,0.875,0.0,14,15,0.9333333333333333,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
117.9,20,2.4,0.4,1.0,0.0,7,10,0.7,1,general_admission,1,0,0,0,1,0,low,low,Graduate
115.7,21,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
141.0,19,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
120.0,42,1.0,1.0,1.0,0.0,12,12,1.0,2,mature_student,0,0,0,0,1,0,low,low,Graduate
131.8,18,1.5,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,0,1,high,high,Enrolled
131.1,19,1.1666666666666667,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,low,low,Graduate
117.8,18,1.8333333333333333,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
140.0,21,1.2,1.0,1.0,0.0,10,10,1.0,1,ordinance_entry,1,0,0,0,1,0,medium,medium,Graduate
108.0,20,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
122.9,20,1.0,1.0,1.0,0.0,14,14,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
130.0,21,2.1666666666666665,0.5,0.8333333333333334,0.0,8,12,0.6666666666666666,1,prior_higher_ed,1,0,0,0,1,0,high,medium,Enrolled
126.0,19,1.2857142857142858,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
134.0,21,1.6153846153846154,0.8461538461538461,0.8181818181818182,0.0,20,24,0.8333333333333334,1,transfer_or_change,1,0,0,0,1,0,medium,medium,Graduate
134.3,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
138.7,19,1.4285714285714286,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
143.3,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,1,0,medium,medium,Enrolled
160.0,22,2.1666666666666665,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,0,0,0,1,0,low,medium,Graduate
111.0,21,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
128.5,18,2.3333333333333335,0.3333333333333333,0.5,0.0,5,12,0.4166666666666667,1,general_admission,1,0,0,1,1,0,low,low,Dropout
133.0,20,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,medium,high,Graduate
114.6,18,1.6,0.6,0.8,0.0,7,10,0.7,1,general_admission,1,0,0,0,0,1,very_low,low,Dropout
104.1,20,1.0,0.0,0.0,0.0,0,11,0.0,1,general_admission,1,0,0,0,1,0,medium,low,Dropout
127.6,23,1.0,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
151.0,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
135.7,20,1.0,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Graduate
137.8,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,1,1,0,low,low,Graduate
117.3,20,1.6,0.8,1.0,0.0,9,10,0.9,1,general_admission,1,0,0,0,1,0,low,low,Graduate
121.2,18,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,medium,high,Graduate
129.3,20,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,high,high,Graduate
123.0,19,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
140.0,21,1.5,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Graduate
140.0,33,1.1666666666666667,1.0,0.5,0.0,9,12,0.75,2,prior_higher_ed,1,0,0,0,1,0,low,medium,Graduate
144.6,24,1.2,0.2,0.0,0.0,1,10,0.1,1,general_admission,1,0,0,0,0,1,medium,high,Dropout
118.3,20,1.0909090909090908,1.0,1.0,0.0,22,22,1.0,1,transfer_or_change,1,0,0,1,1,0,medium,low,Graduate
153.6,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
158.3,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
100.0,29,1.5,0.6666666666666666,0.3333333333333333,0.0,6,12,0.5,1,transfer_or_change,0,0,0,0,1,1,very_low,very_low,Dropout
134.9,18,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
142.0,19,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,low,low,Graduate
127.3,19,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,1,0,low,low,Dropout
116.5,18,1.3333333333333333,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
138.6,19,1.2857142857142858,0.8571428571428571,1.0,0.0,14,15,0.9333333333333333,1,transfer_or_change,1,0,0,1,1,0,medium,medium,Graduate
133.0,20,1.5714285714285714,0.8571428571428571,0.8333333333333334,0.0,22,26,0.8461538461538461,1,transfer_or_change,1,0,0,0,1,0,low,medium,Dropout
136.2,19,2.3333333333333335,0.16666666666666666,0.3333333333333333,0.0,3,12,0.25,1,general_admission,1,0,0,0,1,0,high,medium,Enrolled
118.0,19,1.6666666666666667,0.6666666666666666,0.5,0.0,7,12,0.5833333333333334,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
126.8,18,1.3333333333333333,1.0,0.8333333333333334,0.16666666666666666,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,medium,low,Enrolled
128.5,18,1.0,1.0,1.0,0.0,16,16,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
129.9,19,2.5,1.0,0.5,0.0,9,12,0.75,1,general_admission,1,0,0,1,1,0,high,medium,Graduate
125.8,20,1.1666666666666667,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,general_admission,1,1,0,0,1,1,medium,medium,Dropout
129.3,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,1,1,0,low,low,Enrolled
124.7,18,0.0,0.0,0.0,0.0,0,15,0.0,1,general_admission,1,1,0,0,1,0,high,medium,Dropout
154.9,35,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,mature_student,1,1,0,0,0,1,high,medium,Dropout
127.3,18,2.0,0.6,0.6,0.0,6,10,0.6,1,general_admission,1,1,0,0,1,0,medium,low,Enrolled
129.0,19,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,1,1,0,low,medium,Graduate
98.0,19,1.3333333333333333,0.6666666666666666,1.0,0.0,10,12,0.8333333333333334,1,general_admission,1,1,0,1,1,0,low,medium,Enrolled
122.0,20,1.6,0.4,0.8,0.0,6,10,0.6,1,general_admission,1,1,0,0,1,0,medium,low,Enrolled
112.5,19,1.1666666666666667,0.5,0.6666666666666666,0.0,7,12,0.5833333333333334,1,transfer_or_change,1,1,0,0,1,0,medium,medium,Enrolled
127.3,19,1.6,0.6,0.4,0.0,5,10,0.5,1,general_admission,1,1,0,0,1,0,low,low,Dropout
100.5,24,2.5714285714285716,0.0,0.0,0.0,0,14,0.0,1,mature_student,1,1,0,0,1,0,medium,medium,Dropout
122.0,29,1.8333333333333333,0.6666666666666666,0.0,0.0,4,12,0.3333333333333333,1,mature_student,0,1,0,0,0,1,low,low,Dropout
140.0,24,1.5714285714285714,1.0,0.25,0.0,9,15,0.6,1,mature_student,1,1,0,0,1,0,low,high,Graduate
116.1,19,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,1,0,0,1,0,medium,low,Graduate
